Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Dominican Republic,DOM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,71600000,65000000,43500000,34500000,53600000,63900000,60000000,71500000,63600000,17100000,92700000,79700000,-1400000,48200000,68500000,36200000,50000000,89000000,106100000,110000000,132800000,145000000,179700000,190700000,208100000,417400000,134200000,408700000,668900000,1344900000,989000000,1087900000,926000000,616530000,934480000,1118400000,1528700000,2252900000,2728400000,1695300000,1820200000,2197500000,3415900000,1599900000,2385300000,2227300000,2516100000,3597900000,2744500000,2829200000,2460600000,3349700000,3961600000,..
Early-demographic dividend,EAR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,1914402865.3601,1808573666.57858,1117654873.42303,1654247187.43176,-1153401256.29728,5340130963.96782,1366345486.15829,2294355142.98216,3339114289.56054,1990379982.77411,397730710.966847,12754228752.7815,14991603285.1211,8922933500.61839,8873070126.29255,5701590832.24196,6451387070.12535,3547341589.67384,8503024878.31051,8275108509.53513,11467360412.5128,15783449696.7114,17281763502.0775,18195011237.8207,29768908147.8813,33499042936.243,41162198994.9868,58082012524.3576,51007976404.7315,60996601969.2456,51301541398.2684,59965931314.272,47293554591.1493,42977020511.8345,63797645757.3739,103061147498.75,142251830482.838,176175267326.782,201491088495.83,134367302199.157,162495232339.364,182072907590.382,177897202413.074,212882043476.031,181010032087.04,212896095434.626,212804172093.015,212810248932.85,231018432473.212,209896719362.097,194054540077.452,269535570804.201,274137091894.53,..
East Asia & Pacific,EAS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,1906973498.1,2243066837,2650359015.62394,2014579663.02403,3526963191.11046,3396343571.5537,3451126412.42471,3025173435.46482,4079689976.40552,4786996829.79147,5994729553.82953,9003513278.89856,8478001553.60996,9088217943.42728,6385573830.65392,7361236504.01868,13718329642.5426,21167805534.1094,25777793319.3404,23722887550.9045,33599596974.308,27434684003.7459,38089457274.9392,59909061766.2696,72331478087.1543,89651923008.8907,94206961320.2093,109178291166.276,98167597421.4801,129579232534.972,175113321468.043,127480271196.084,112946911577.399,126752186505.688,198738110689.885,189045772230.94,288013550917.782,396068273570.053,387391562806.01,287815308787.81,497369140713.23,560761464354.904,516829659259.033,591254197329.835,631306972594.953,617329261461.616,529202700908.753,561045164451.082,599636095210.306,531508823085.106,590160403111.292,814663274923.501,688704744754.942,..
East Asia & Pacific (excluding high income),EAP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,417482884.6,514955384.5,533905576.7,1023388711.3,1164907900.89541,1873082205.89357,1404340314.5379,1001681449.00282,1135772959.89307,924555968.888299,1376936767.17258,2273131439.4936,2402953612.33293,2818960513.35525,2837398519.27008,2948205676.24678,3115986509.39046,3923247338.26571,6738630060.2031,8353613404.98347,10395966798.8454,13163288081.817,21343807238.3666,38807970566.1859,45467354630.0693,50702277671.7283,58560367769.0319,63348378747.1612,59556894377.2721,53023921804.7519,48073486629.5112,52300514762.3069,63365890143.4214,68473375421.3401,83287174353.4719,129274070942.128,152545244572.044,193557974395.864,211786617876.821,156052480287.725,298452792445.198,337211277477.956,304703017760.429,361774786415.971,329634013054.047,306052813782.232,220271707137.687,239715464985.938,311052590657.777,260801581979.865,301976017961.915,437245881404.085,266236330444.299,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,417482884.6,514955384.5,533905576.7,1023388711.3,1164907900.89541,1873082205.89357,1404340314.5379,1001681449.00282,1135772959.89307,924555968.888299,1376936767.17258,2273131439.4936,2402953612.33293,2818960513.35525,2837398519.27008,2948205676.24678,3115673509.39046,3923113338.26571,6738494060.2031,8353410404.98347,10389726608.6454,13160916720.317,21338095435.0666,38802115566.3859,45467084630.0693,50702277671.7283,58558294983.0319,63348869786.5612,59496975476.9721,53026891035.3519,48076240453.0112,52320355716.9069,63360293929.1214,68416161818.8401,83222215167.6719,129280050929.128,152781035505.544,193535920942.864,211615652599.221,155966132190.025,298439207224.898,337108152491.356,304497804873.029,361655043772.072,329569915628.947,305974606750.232,220182389865.987,239728297407.838,311050637129.277,260771686969.565,301969679256.315,437227764546.185,266226330444.299,..
Ecuador,ECU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,88599999.9,162099999.9,80799999.9,52299999.9,76799999.9,95299999.9,-19900000,34500000,48600000,63400000,70000000,60000000,40000000,50000000,50000000,62000000,81000000,123000000,155000000,160000000,126000000,160000000,178000000,473720000,576330000,452480000,499680000,723950000,869980000,648410000,-23439367.9139981,538568575.17,783261009.55,871513414.023619,836939593.895645,493413835.545644,271428852.53,193872526.93,1057404020.15482,308629890.109,165893320.363638,646084358.687904,567417300.85638,727081206.263418,772389946.091118,1322701337.30748,764208868.122242,629592412.259199,1389467763.14022,979165496.243029,1094850900.76401,648010150.926888,845052803.529517,..
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,680000,2310000,30000,700000,130000,8000000,61000000,104777603.416204,318166137.202863,1216285716.02327,548285715.06898,752571429.646531,293571428.990816,490000000.7,729142857.576871,1177571428.57143,1217428571.42857,947714285.714286,1190000000,1250181818.18182,734000000,253000000,459000000,493000000,1256000000,598000000,636000000,890550000,1076000000,1065300000,1235000000,509900000,646900000,237400000,1253300000,5375600000,10042800000,11578100000,9494600000,6711600000,6385600000,-482700000,2797700000,4192200000,4612200000,6925200000,8106800000,7408700000,8141300000,9010100000,5851800000,5122300000,11399900000,..
El Salvador,SLV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,3700000,7000000,6599999.9,6000000,20100000,13100000,12960000,18640000,23360000,-9960000,5880000,-5720000,-1000000,28080000,12360000,12400000,24133631.4829509,18320000,16960000,14360000,1898272.08566561,25180498.960499,15309478.7202233,16432044.0179603,..,38037218.5997811,..,59043540.3283369,1102684180.4683,215800000,173400000,278900000,470000000,141200000,363270000,511140000,241130000,1550510000,903050000,368730000,-113160683.724283,122500004.314785,430126687.532424,245179098.280128,506295970.34993,494541718.092298,479469380.713821,503801415.183001,412743968.360673,696287032.758767,386532637.677301,827195488.778979,-388706.860000312,..
Equatorial Guinea,GNQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-20000,..,..,-180000,450000,520000,2169999.9,2439999.9,5629999.9,1679999.9,500000,890258.9696127,11073778.6647058,41324758.9335023,6018320.15756731,22301675.6350731,16995533.4921224,126924170.672485,376180404.220707,53451528.1,274768116.728,154296173.942,154499589.874,940741215.679,323391507.458,689779766.001,340914468.516,769146185.171,469506014.649,1242731087.265,-793872332.823,1636219625.317,2734000000,1975000000,985256411.512,582948701.891,167875182.577,233325072.837,53998812.904,304827249.489,396077780.012,452287112.07,410016918.323,459848321.285,458509902.999,..
Eritrea,ERI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,10,10,..,36669547.2231249,40797036.645433,45493.2775877118,83222099.9,27870106.7,12131626.4,22766165.8,24999786.5,24103664.8,1431553.8,15375609.7,7206504,39000000,91000000,91000000,39000000,41357999.9,43859000,46511000,49323000,52305000,55468000,61015000,-60671910,-30349590,-31228190,-32045670,..
Estonia,EST,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82271988.6444622,168371544.554155,218447607.214571,206807479.410852,165850731.382423,274049611.936437,595587942.514285,325892789.377935,416214286.787887,592889580.182473,338234260.376913,1038244664.19461,1086893435.16594,3057558404.59854,1758167635.56107,3033145919.8766,1977264596.96392,1866296946.5753,2592255114.54213,1119148299.05953,1787341526.52249,1097942106.98721,1781648554.48116,-715465129.889722,925762256.709316,1735775304.25103,1232358347.85304,3071060276.39206,3758341346.86964,7540406181.6597,1646928488.25507,..
Eswatini,SWZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,670000,60000,3532128.36842073,14469084.2298365,7359999.9936,20009999.9826,21734999.9811,55461694.1311133,26449804.3857835,37033705.3642779,-13630304.0985995,-5654788.61988484,5016005.46422893,11621254.7844702,31115542.5305319,56285915.4237816,50583524.9459251,67183250.7046711,30108364.9914568,82134779.9870714,87306719.1987416,71920619.7940122,63262111.4782169,51756162.3176738,21715844.9757609,-15313929.4778566,152720441.740438,98270489.5571516,90658006.1898746,29330084.3469719,92945313.1719951,-60190680.4797119,69582011.8372508,-45850344.677386,121031132.733167,37493846.2379167,105729374.657006,65705859.515037,135660413.694601,98708321.7157849,26480002.3332333,81790158.3971155,25782635.1713071,31498094.370293,26852077.6519874,-57647593.3929901,31130826.6571528,127970921.965401,38787632.6722704,112865288.26855,13350248.303289,..
Ethiopia,ETH,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5845410.63084319,0,0,0,0,0,0,0,0,0,0,0,0,..,..,170000,3500000,17210000,14140000,21930000,288490000,260670000,69980000,134639999.9,349399999.9,255000000,465000000,545100000,265111675.482385,545257102.178304,222000572.994807,108537543.965443,221459581.361984,288271568.250744,628624805.998665,278562822.162861,1343876023.73137,1855052153.64106,2626517918.313,4142937496.46329,4017159564.65434,3360419368.65295,2548743427.35754,2395799880.65984,4259445795.28263,3669991332.17486,..
Euro area,EMU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,2687319465.50087,3892857216.47694,5017927465.82469,6553991931.70185,7696387690.77087,6247329414.46466,5074944909.35443,7248983511.66335,9372703584.40218,10307935884.5312,10484468783.1625,9512933191.28372,8274369139.59258,9337466556.88046,9314912357.59604,9960639373.00162,13220773734.9684,23114251787.5093,33951312059.3853,45551979409.19,60745451145.7359,55020865055.3744,60364966220.553,59338615298.9931,56657677175.2264,79907780157.1757,94118689786.1977,91587386174.6446,174221412724.011,353857229521.572,556047284048.243,321402086344.308,254251520831.516,270824527232.473,271440458056.18,634791668053.602,821257370798.055,1286103067986.59,662371467693.424,441220210931.749,537729326017.726,819494620866.068,544989922120.656,604458997536.057,388077276855.235,786613654884.906,593171789547.972,482361336084.415,-56502503313.6748,358325185821.989,-9925304881.33925,380601359974,3048810350.88285,..
Europe & Central Asia,ECS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,4502468280.4805,6020436971.20325,6617541587.46046,9854035953.88058,12799281521.0898,10273246606.2697,8273499392.19448,12618809029.8232,13854628515.4945,17607056302.7762,21045826581.7785,16467838715.0226,14710452955.5897,15791206135.2744,9970429000.39979,16902908858.3913,26305041186.6072,39533396089.1647,63558552468.9761,80164206908.5771,113097207030.923,91204130712.0416,89417535691.3469,95534175651.9182,100586999744.943,150818950449.044,156968027305.843,190853313737.744,354782976595.973,610160237307.498,855767491109.812,456503966968.247,415191075594.296,389461792162.257,441911816580.309,1021187618365.35,1285736815233.92,1886208136169.62,1250787412677.78,661191049373.168,749816308369.656,1072338437777,809792766316.318,759493335201.987,587849454931.792,1117633678304.65,1337466792035.26,896481240230.462,-319017969333.991,615228109725.969,152684889040.914,526544751202.585,170563256894.081,..
Europe & Central Asia (excluding high income),ECA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,58000000,45000000,43000000,79000000,64000000,114000000,10000000,27000000,34000000,75000000,18000000,95000000,55000000,46000000,113000000,99000000,125000000,115000000,354000000,663000000,719000000,865900000,2410900009.9,3636601999.9,2584916000,5103880000,6206025000,10398188000,8536401001.31128,8744461181.94402,7972453104.45985,12882292446.4515,12267823240.9828,21409953083.3693,36935783727.0796,47604348941.0107,89036476929.0434,134742790752.211,153019127781.429,86701633193.2817,85148972861.6411,118908961370.819,104626649253.467,115086599868.264,63259382919.9678,53300270958.2385,86541319944.0154,66286463565.2691,43010421363.3656,70011497635.938,39795821558.07,82670662333.9349,-4456525278.97916,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,58000000,45000000,43000000,79000000,64000000,114000000,16000000,32000000,59000000,105000000,28000000,113000000,69000000,62000000,141000000,114000000,141000000,127000000,369000000,674000000,808010000,1196900000,3178900009.9,5589788480.05366,4915356874.37686,9289933139.66473,11461553182.6563,17119702805.2465,17954478221.0952,18647203015.5855,19359523101.4333,20753050592.3235,18483607545.7961,30471387095.417,58560963644.4126,66958728147.0398,124862703664.214,174522684883.879,186510572142.205,108433917328.745,108449760921.962,140837038029.068,116319319012.392,120929629335.245,90764564828.076,73249197127.5601,110980621434.294,84688008957.5994,70870159378.1214,98935409574.524,63800770172.3664,135261255244.435,47510217114.0017,..
European Union,EUU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,2899569468.79636,4101957483.49027,5247233595.42947,6849955524.37092,8012974185.66077,6594486584.5167,4895513546.8622,7411236947.02411,9556880496.67247,10674298739.7985,10849499996.7238,9811504829.69492,8777233645.86528,9639295532.57701,9617570868.50591,10479696702.4972,14482696247.5257,23850125597.7168,36143075340.1259,48464549239.6589,64506841223.2225,64773304816.9858,63652598273.8202,69609296374.5504,72276352124.9395,110526695018.417,109980233226.671,116730539995.499,220144082121.519,452579930441.803,633986714307.459,366252770235.309,295343566624.832,293507610674.615,313836058138.358,731279014292.916,911860089994.705,1477512334051.61,828460948198.92,478991025004.119,539582758001.155,877745479520.752,565178435825.285,617100206500.995,432596924443.649,817289334837.314,722640340926.012,529597236416.019,-76790049426.5601,507462024001.278,211006240404.375,547772918101.772,135032010343.453,..
Faroe Islands,FRO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,6400000,6500000,8500000,15699999.9,14300000,14100000,7330000,17100000,12190000,10170587.689665,36334087.8249029,36249750.0550676,36827764.6420869,31946263.9704152,23314315.2854096,21672150.9326871,8032725.26446812,16159396.5014773,31602682.4990824,30606741.5730338,-30386755.8761797,-40188200.0532002,37791314.9836244,-3243015.35567771,-31281482.1138906,-22683100.2607253,-72186987.8144374,-60193603.1308986,20334035.1819074,-147083835.755537,591375.114626136,41301896.3502762,30672578.3302519,40310494.5421484,250597673.082846,172951928.727855,583975309.323135,464230334.109297,679220489.280091,308373711.003253,178091735.587235,217158525.728722,277313671.991809,243782754.036692,377869372.267012,205373209.116505,391619655.400882,387602565.305446,468861002.876235,322282826.115833,239380737.903611,409894560.465739,103581591.564163,..
Finland,FIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,18000000,25000000,37000000,13000000,35000000,68270104.6169261,57984170.9085386,48060229.1996462,33797154.8324691,27528009.7492348,27949721.2814738,99646702.7266323,910574.132838514,84470656.84219,136184676.073096,112511585.51363,405308277.25387,273394061.108314,531741374.925324,490175830.765097,812172838.219176,-232904201.903945,396369713.714145,863526070.917893,277840045.043795,1450710446.10372,752969481.736254,2454075989.11364,12514915951.3826,7797795098.68143,13502068644.6076,3224710299.84937,8094575465.08978,5965369887.32256,6777097341.61981,10867806670.7033,4638725790.33102,21979356204.6661,19406664159.1787,-8825823233.80559,12221008932.1759,-6008001205.17501,4931090894.98296,-4922279528.51917,17528599997.1113,17485137455.9981,5124075140.91557,17149122038.4329,-10571698824.8262,15611668561.8503,-2487590239.30074,23675099375.4691,13363660492.3701,..
Fragile and conflict affected situations,FCS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,688569999.6,694550000.10068,265599984.53911,341784999.595316,96138874.4116089,435463580.534878,82121246.6943395,114816658.919227,-129582797.560825,167764191.886526,-1328336626.53529,358918746.306109,595042323.364189,359910767.506756,355433565.962628,1230989559.80755,124851458.334122,847357444.458392,813363384.647058,2378058795.31459,1369311614.44189,3510644260.67352,3014487403.32768,3527320291.85696,3584835060.33416,2752356123.66887,4316854611.7153,10428962358.2794,8904160684.12444,6935492648.36624,9383969699.89344,9410907292.94754,8480064191.58472,13558595393.6828,12300177573.4332,23865396333.7153,23484066489.2061,39520452134.079,43534107195.1797,31771208422.0056,35739178164.562,42304842049.7031,44661745427.4771,32234218181.998,16719168276.187,22113520157.3207,20980200468.3713,24564275604.7686,22678146773.0623,18435920432.2575,11416754897.1373,26672295300.8929,14989541678.3628,..
France,FRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,621212781.7,525655900,656666980.5,1125479246.6,1846644387.7,1563849883.25955,977422843.564051,1896159371.65279,2471468400.48404,2588309412.66379,3282773277.87031,2469631624.9973,1585298782.09975,1725670868.53761,2397989218.95718,2595492779.80055,3255870956.36327,5139716801.65678,8489906284.29327,10303924628.9084,13183285334.811,15152742089.8424,21839501253.074,20754044035.6782,15797125294.9865,23736300874.0228,21971888803.0024,23047924754.756,29518429032.2114,45971216472.0884,41389082664.7628,50142053918.8909,51550483853.8509,42350800678.3509,35608535812.8719,85137061931.2536,78957053786.1349,83777598395.4499,67997446904.9733,18422928061.9131,38889439213.3126,44205811126.5792,32944663317.8722,31589283790.5549,5804878132.66635,42825414105.9409,32803666728.594,35868111746.0373,77493098693.2378,53499337503.7413,19368829836.4655,95864839855.8147,105424958013.771,..
French Polynesia,PYF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30000,450000,240000,460000,150000,..,130000,5000000,-4000000,1000000,210000,-30000,-90000,2009999.9,41539999.9,22160000,33820000,30000,-3240000,1550000,2080000,3549999.9,14369999.9,10730000,4429999.9,9874719,23688754.512,10930935.8556037,58213238.4950583,6420023.00862775,7818937.09019394,30649550.5407316,58249411.6366849,13884094.4749379,21843717.5640801,64303751.4213863,133839517.312067,147199569.589671,99207173.3507257,61928773.3065056,26007149.1590192,61544514.3227108,90038650.771,5937841.37,12731152.748,-15547612.903,-25624447.718,-9480302.6,..
Gabon,GAB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,-700000,15699999.9,17399999.9,15900000,79599999.9,166900000,38700000,34899999.9,56546282.4088442,55048465.0520873,31522217.0310212,54575942.022219,131738211.444365,111844131.911157,8124375.43113784,15091384.2509476,110249347.782176,89806044.8430393,132550733.915725,-30532121.0000975,73457901.5900881,-54589233.7944703,126940086.185977,-113715590.728322,-99602903.9968595,-195496960.295521,-285112515.098994,-114712203.811615,132605754.18622,89452781.6263726,278061231.967685,-100615451.014713,1160708.31013769,99666154.0233406,313970792.039638,326161877.897877,267805000,654808577.188853,693511288.988999,635674956.848352,523939106.191844,1123536918.98497,677327365.545557,324032442.445876,1263109047.12989,41707702.3264655,1243660159.686,1314029329.72,1379070815.859,1553136875.411,1716511505.522,1529221084.118,1104592039.042,..
"Gambia, The",GMB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,100000,1700000,1700000,1399999.9,1200000,100000,900000,-560000,2104763.22636564,12364861.5970649,280000,2009878.34170447,270000,-400000,-1700000,-500000,-1990000,1525217.66358355,1177623.96914136,13713834.3210935,14119999.9,9270433.33943914,6323269.18631978,10741221.6768598,9716366.67037366,7729249.07225427,10655113.9800558,11666476.0379732,23699999.9,49479999.9,43520000,35479999.9,42826999.9,18272720.342347,55526319.4407831,53650280.0190841,82208102.587765,78094820.9585794,70792382.3207138,39447343.7084005,37140887.8131734,36077136.0813735,41183457.7698366,68340322.378848,23014092.0424561,71976051.7034138,69830172.212844,64338516.0351372,81805006.5959045,71083305.8667937,189576190.794227,251822628.807366,231488000,..
Georgia,GEO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10000,8000000,..,..,242500000,265300000,82300000,131466678.34,109871635.49,160398660.46,334891041.62,492732940.01,453107292.01,1171394522.25,1892093991.1,1602232455.97,660800885.27,920915812.73,1170087549.5,968196197.63,1046562195.15,1836879042.83,1735307118.63,1659824033.37,1930381394.76,1304024907.7,1384177038.92,556279509.11,1278069460.3,2131439388.31,..
Germany,DEU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,1103338754.95766,1897270695.56092,2102302343.34061,2176992344.38363,690496822.87674,1321369937.5521,949983808.586455,1603458933.00764,1732552304.02157,-186573401.181116,-415839559.593561,468263695.135529,997855446.932569,590664406.972141,531108428.984038,1192024599.72962,1620170656.57848,-1508574620.67996,5173426485.28624,2556702845.61154,4741534933.54524,-2137728434.41913,479814189.252795,7517248751.11651,12041505212.6412,15591797828.854,18638443893.681,29526509277.4565,86035665071.2096,248007397121.859,56948542386.9091,51268214890.6254,65401516009.2493,-20408419557.1429,59835195025.1917,87444159239.0628,50847183837.0148,30954735498.025,56701916794.97,86037502102.1645,97535403952.5493,65443087632.2705,67199694458.9368,19532082849.0843,62475577277.7991,64744235790.2129,109485971372.509,166915563991.374,73974461220.6158,160800654975.269,95903989769.6243,47374917272.7408,..
Ghana,GHA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,67799999.9,30600000,11500000,14400000,14270000,70869954.9990845,-18260969.9999066,19217479.3838501,9696236.56497192,-2800000,15600000,16263751.9999695,16300000,2400000,2000000,5600000,4300000,4700000,5000000,15000000,14800000,20000000,22500000,125000000,233000000,106500000,120000000,81800000,167400000,243700000,165900000,89320000,58930000,136751000,139270000,144970000,636010000,1383177929.85458,2714916343.69978,2372540000,2527350000,3247588000,3294520000,3227000000,3363389444.44444,3192320530.7897,3485333369.27964,3254990000,2989035000,3879831469.7,1875782953.46905,2612789792.55474,1510872058.18097,..
Gibraltar,GIB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
